animekaId,name,score,votes,country,episodes,format,duration,duration_global,running,date_start,date_end,categories,studios,authors,name_original,url,source
2690,Zettai Seigi Love Pheromone,7.73,602,Japon,13,eps,24,312,False,2005,2005,ACTION|COMÉDIE|MAGICAL GIRL,RADIX,AKAHORI SATORU,Zettai Seigi Love Pheromone,http://animeka.com/animes/detail/love-pheromone.html,http://animeka.com/animes/~_387.html
2151,Nurse Witch Komugi-chan Magikarte Z,9.06,68,Japon,2,oav,25,50,False,2004,2005,COMÉDIE|ECCHI|MAGICAL GIRL,TATSUNOKO PRODUCTION,YOSHIDA TATSUO,Nurse Witch Komugi-chan Magikarte Z,http://animeka.com/animes/detail/nurse-witch-komugi-chan-magikarte-z.html,http://animeka.com/animes/~_262.html
3598,Detective Conan - OAV 06,9.12,126,Japon,1,oav,23,23,False,2006,2006,ACTION|ÉNIGME & POLICIER,"TMS ENTERTAINMENT CO.,LTD.",AOYAMA GOSHO,Meitantei Conan - Kieta Daiya wo Oe! Conan & Heiji VS Kid!,http://animeka.com/animes/detail/detective-conan-ova-6.html,http://animeka.com/animes/~_71.html
1142,Mizuiro 2003,8.95,203,Japon,2,oav,30,60,False,2003,2003,DRAME|AMOUR & AMITIÉ,OLM (ORIENTAL LIGHT AND MAGIC),NEKO NEKO SOFT,Mizuiro,http://animeka.com/animes/detail/mizuiro.html,http://animeka.com/animes/~_243.html
1143,Naruto - Jump Festa 2003,7.85,1858,Japon,1,oav,17,17,False,2003,2003,AVENTURE|COMBAT & ARTS MART.|COMÉDIE,"PIERROT CO.,LTD.",KISHIMOTO MASASHI,Naruto - Jump Festa 2003 - Akaki Yotsuba no Clover wo Sagase,http://animeka.com/animes/detail/naruto-special1.html,http://animeka.com/animes/~_254.html
1140,Haha wo tazunete sanzenri (film),7.85,20,Japon,1,film,89,89,False,1999,1999,AVENTURE|DRAME|HISTORIQUE,NIPPON ANIMATION,DE AMICIS EDMONDO,Gekijôban Marco: Haha wo tazunete sanzenri,http://animeka.com/animes/detail/marco-film.html,http://animeka.com/animes/~_119.html
1141,Memories Off,8.22,122,Japon,3,oav,30,90,False,2001,2001,DRAME|AMOUR & AMITIÉ,EASY FILM,KINDLE IMAGINE DEVELOP,Memories Off,http://animeka.com/animes/detail/memories-off.html,http://animeka.com/animes/~_232.html
1146,Run=Dim,4.09,46,Corée du Sud,13,eps,24,312,False,2001,2001,CYBER & MECHA|ESPACE & SCI-FICTION|ANIMATION 3D,DIGITAL DREAM STUDIOS|IDEA FACTORY|TV TOKYO,KUWANA SHINGO,Run=Dim,http://animeka.com/animes/detail/run-dim.html,http://animeka.com/animes/~_297.html
1147,Captain Herlock: The Endless Odyssey (2005),8.0,509,Japon,13,oav,25,325,False,2002,2002,ACTION|ESPACE & SCI-FICTION,VAP|MADHOUSE PRODUCTION,MATSUMOTO LEIJI,Captain Herlock Revival: Endless Odyssey,http://animeka.com/animes/detail/herlock.html,http://animeka.com/animes/~_46.html
1144,Pia Carrot e Youkoso!! Le Film,9.05,64,Japon,1,oav,48,48,False,2003,2003,AMOUR & AMITIÉ|ECCHI,IMOVE|F & C|BONES,STUDIO F&C CO. [FAIRYTALE & COCKTAIL SOFT,Pia Carrot e Youkoso!! Gekijouban - Sayaka no Koi Monogatari,http://animeka.com/animes/detail/pia-carrot-movie.html,http://animeka.com/animes/~_276.html
1145,Rumiko Takahashi Anthologie (2005),7.75,75,Japon,13,eps,24,312,False,2003,2003,DRAME|COMÉDIE,"TMS ENTERTAINMENT CO.,LTD.",TAKAHASHI RUMIKO,Takahashi Rumiko Gekijou,http://animeka.com/animes/detail/takahashi-rumiko-gekijou.html,http://animeka.com/animes/~_297.html
1148,Spiral,8.87,1245,Japon,25,eps,23,575,False,2002,2003,ACTION|ÉNIGME & POLICIER|COMÉDIE,SOTSU AGENCY|J.C. STAFF|ANIPLEX INC.,MIZUNO EITA,Spiral: Suiri no kizuna,http://animeka.com/animes/detail/spiral.html,http://animeka.com/animes/~_330.html
1149,Tenamonya Voyagers,6.61,62,Japon,4,oav,29,116,False,1999,2000,AVENTURE|CYBER & MECHA|ESPACE & SCI-FICTION,"PIERROT CO.,LTD.",TSUKIMURA RYOUE,Tenamonya Voyagers,http://animeka.com/animes/detail/tenamonya-voyagers.html,http://animeka.com/animes/~_343.html
768,Angel Cop (2001),7.88,129,Japon,6,oav,29,174,False,1994,1994,ACTION|AVENTURE,STUDIO 88|SOEISHINSHA|D.A.S.T CORPORATION,TAKAYAMA HIDEKI|KITAKUBO HIROYUKI|ITANO ICHIROU,Angel Cop,http://animeka.com/animes/detail/angel-cop.html,http://animeka.com/animes/~_13.html
2966,Heisei Inu Monogatari Bow,7.9,10,Japon,40,eps,25,1000,False,1993,1994,AVENTURE|COMÉDIE,NIPPON ANIMATION,YAMAMOTO TERRY,Heisei Inu Monogatari Bow,http://animeka.com/animes/detail/heisei-inu-monogatari-bow.html,http://animeka.com/animes/~_126.html
7198,Sita chante le blues (2008),0.0,1,États-Unis,1,film,82,82,False,2005,2005,HISTORIQUE|AMOUR & AMITIÉ|MUSICAL,"NINA PALEY PRODUCTIONS, LLC",VALMIKI|PALEY NINA,Sita Sings the Blues,http://animeka.com/animes/detail/sita-sings-the-blues.html,http://animeka.com/animes/~_322.html
7192,Love Position - The Legend of Halley,0.0,3,Japon,1,oav,93,93,False,1985,1985,FANTASTIQUE & MYTHE|ESPACE & SCI-FICTION,TEZUKA PRODUCTION,TEZUKA OSAMU,Love Position - The Legend of Halley,http://animeka.com/animes/detail/love-position.html,http://animeka.com/animes/~_214.html
7191,Furiten-kun,0.0,1,Japon,2,oav,30,60,False,1990,1990,COMÉDIE,TôHô,UEDA MASASHI,Furiten-kun,http://animeka.com/animes/detail/furiten-kun.html,http://animeka.com/animes/~_99.html
7190,Furiten-kun - Le Film,0.0,1,Japon,1,film,78,78,False,1981,1981,COMÉDIE,TôHô,UEDA MASASHI,Furiten-kun,http://animeka.com/animes/detail/furiten-kun-le-film.html,http://animeka.com/animes/~_99.html
7197,Yes! Precure 5 GoGo! Okashi no Kuni no Happy Birthday,9.26,19,Japon,1,film,71,71,False,2008,2008,MAGICAL GIRL,TôEI ANIMATION,TOUDOU IZUMI,Eiga Yes! Precure 5 GoGo! Okashi no Kuni no Happy Birthday,http://animeka.com/animes/detail/yes-precure-5-gogo-film.html,http://animeka.com/animes/~_380.html
7196,Candy Boy - Special,8.67,55,Japon,3,tv-s,10,30,False,2007,2009,COMÉDIE|SHôJO-AI,AIC,CANDYBOY PROJECT,Candy Boy - Special,http://animeka.com/animes/detail/candy-boy-special.html,http://animeka.com/animes/~_46.html
6402,"Pluk, Naufragé de l'Espace (1976)",8.0,6,France,1,film,90,90,False,1976,1976,AVENTURE|ESPACE & SCI-FICTION,FILMS JEAN IMAGE,IMAGE JEAN,"Pluk, Naufragé de l'Espace",http://animeka.com/animes/detail/pluk-naufrage-de-l-espace.html,http://animeka.com/animes/~_279.html
400,Ranma œ (OAV) (1995),9.53,314,Japon,6,oav,30,180,False,1993,1994,COMBAT & ARTS MART.|COMÉDIE|AMOUR & AMITIÉ,TV FUJI|PONY CANYON|KITTY FILMS,TAKAHASHI RUMIKO,Ranma nibun no ichi,http://animeka.com/animes/detail/ranma-1-2-oav.html,http://animeka.com/animes/~_289.html
10,Danguard (1983),6.96,23,Japon,56,eps,25,1400,False,1978,1979,CYBER & MECHA|ESPACE & SCI-FICTION,TôEI ANIMATION,MATSUMOTO LEIJI,Wakusei Robot Dangard A,http://animeka.com/animes/detail/danguard.html,http://animeka.com/animes/~_66.html
766,Mahou no star magical Emi - Light Behind the Clouds,8.26,61,Japon,1,oav,15,15,False,2002,2002,COMÉDIE|MAGICAL GIRL,"PIERROT CO.,LTD.",ARAI KIYOKO,Mahou no Star Magical Emi - Kumo Hikaru,http://animeka.com/animes/detail/magical-emi-oav.html,http://animeka.com/animes/~_221.html
6400,Antivol (1977),6.33,9,France,50,eps,2,100,False,1977,1977,FAMILIAL & JEUNESSE,NON SPÉCIFIÉ,GAY GILLES|FOURNIER JEAN-LOUIS,Antivol,http://animeka.com/animes/detail/antivol.html,http://animeka.com/animes/~_16.html
767,Cinderella Boy (2004),6.54,85,Japon,13,eps,25,325,False,2003,2003,ACTION|COMÉDIE,AT-X,MONKEY PUNCH,Cinderella Boy,http://animeka.com/animes/detail/cinderella-boy.html,http://animeka.com/animes/~_55.html
8539,Maska,0.0,1,Pologne,1,film,24,24,False,2010,2010,DRAME,POLISH CULTURAL INSTITUTE|SE-MA-FOR STUDIOS,LEM STANISLAW,Maska,http://animeka.com/animes/detail/maska.html,http://animeka.com/animes/~_228.html
8028,La Colline aux coquelicots (2012),9.65,155,Japon,1,film,95,95,False,2011,2011,DRAME|COMÉDIE,WALT DISNEY JAPAN|TôHô|STUDIO GHIBLI,TAKAHASHI CHIZURU|SAYAMA TETSUROU,Kokuriko-zaka kara,http://animeka.com/animes/detail/la-colline-aux-coquelicots.html,http://animeka.com/animes/~_175.html
8029,Tansu Warashi.,8.91,11,Japon,1,tv-s,30,30,False,2011,2011,COMÉDIE,PRODUCTION I.G,KISE KAZUCHIKA,Tansu Warashi.,http://animeka.com/animes/detail/tansu-warashi.html,http://animeka.com/animes/~_340.html
2760,Time Bokan OAV (2001),8.07,44,Japon,2,oav,30,60,False,1993,1994,COMÉDIE|CYBER & MECHA|ESPACE & SCI-FICTION,TATSUNOKO PRODUCTION,TATSUNOKO PRODUCTION|YOSHIDA TATSUO,Time Bokan Ohdo Fukko,http://animeka.com/animes/detail/time-bokan-oav.html,http://animeka.com/animes/~_353.html
8022,Ring ni Kakero 1 - Sekai Taikai-hen,8.28,25,Japon,6,eps,25,150,False,2011,2011,COMBAT & ARTS MART.|SPORT,TôEI ANIMATION,KURUMADA MASAMI,Ring ni Kakero 1: Sekai Taikai-hen,http://animeka.com/animes/detail/ring-ni-kakero-1-sekai-taikai-hen.html,http://animeka.com/animes/~_293.html
8023,Toriko (2013),7.24,531,Japon,None,eps,25,,True,2011,2011,ACTION|COMÉDIE,TôEI ANIMATION,SHIMABUKURO MITSUTOSHI,Toriko (2011),http://animeka.com/animes/detail/toriko-tv.html,http://animeka.com/animes/~_358.html
8020,Ah! My Goddess! Itsumo Futari de,3.43,258,Japon,3,oav,30,90,False,2011,2013,COMÉDIE|AMOUR & AMITIÉ,AIC,FUJISHIMA KôSUKE,Aa! Megami-sama! Itsumo Futari de,http://animeka.com/animes/detail/ah-my-goddess-oad.html,http://animeka.com/animes/~_5.html
8021,Fairy Tail OAD,9.41,190,Japon,5,oav,30,150,False,2011,2012,AVENTURE|FANTASTIQUE & MYTHE,SATELIGHT|A-1 PICTURES INC.,MASHIMA HIRO,Fairy Tail (2011),http://animeka.com/animes/detail/fairy-tail-oad.html,http://animeka.com/animes/~_92.html
8534,Marsupilami houba houba hop ! (2009),0.0,1,France,52,eps,24,1248,False,2009,2009,FAMILIAL & JEUNESSE|COMÉDIE,SAMKA PRODUCTIONS,FRANQUIN ANDRÉ,Marsupilami houba houba hop !,http://animeka.com/animes/detail/marsupilam-houba-houba-hop.html,http://animeka.com/animes/~_227.html
8535,Des nuages au bout des doigts (2009),3.5,4,France,1,film,8,8,False,2009,2009,DRAME,SACREBLEU PRODUCTIONS,MASSI SIMONE,"Nuvole, mani",http://animeka.com/animes/detail/nuvole-mani.html,http://animeka.com/animes/~_70.html
8024,Blue Exorcist (2011),9.68,2889,Japon,25,eps,25,625,False,2011,2011,AVENTURE|FANTASTIQUE & MYTHE,MBS|A-1 PICTURES INC.,KATOU KAZUE,Ao no Exorcist,http://animeka.com/animes/detail/ao-no-exorcist.html,http://animeka.com/animes/~_37.html
8537,Deadman Wonderland (OAV),9.22,76,Japon,1,oav,25,25,False,2011,2011,AVENTURE|HORREUR,MANGLOBE INC.,KATAOKA JINSEI|KONDOU KAZUMA,Deadman Wonderland OAD,http://animeka.com/animes/detail/deadman-wonderland-oav.html,http://animeka.com/animes/~_68.html
7441,Ie Naki Ko Remi - Specials,9.8,5,Japon,2,tv-s,45,90,False,2001,2001,AVENTURE|DRAME|FAMILIAL & JEUNESSE,BS FUJI|NIPPON ANIMATION,MALOT HECTOR,Sekai Meisaku Gekijou Kanketsu Ban: Ie Naki Ko Remi,http://animeka.com/animes/detail/ie-naki-ko-remi-specials.html,http://animeka.com/animes/~_137.html
7440,Sekai meisaku gekijou kanketsu ban: Haha wo tazunete sanzenri,5.0,2,Japon,2,tv-s,45,90,False,2001,2001,AVENTURE|DRAME,NIPPON ANIMATION|BS FUJI,DE AMICIS EDMONDO,Sekai meisaku gekijô kanketsu ban: Haha wo tazunete sanzenri,http://animeka.com/animes/detail/haha-o-tazunete-sanzenri-specials.html,http://animeka.com/animes/~_308.html
7443,Makiba no Shoujo Katri - Specials,6.67,9,Japon,2,tv-s,45,90,False,2001,2001,DRAME|HISTORIQUE,BS FUJI|NIPPON ANIMATION,NUOLIVAARA AUNI,Sekai Meisaku Gekijou Kanketsu Ban: Makiba no Shoujo Katri,http://animeka.com/animes/detail/makiba-no-shoujo-katri-specials.html,http://animeka.com/animes/~_224.html
7442,Fushigi na Shima no Flone - Specials,10.0,5,Japon,2,tv-s,45,90,False,2001,2001,AVENTURE,BS FUJI|NIPPON ANIMATION,WYSS JOHANN DAVID,Sekai Meisaku Gekijou Kanketsu Ban: Kazoku Robinson Hyouryuuki - Fushigi na Shima no Flone,http://animeka.com/animes/detail/fushigi-na-shima-no-flone-specials.html,http://animeka.com/animes/~_99.html
7445,Minami no Niji no Lucy - Specials,6.5,2,Japon,2,tv-s,45,90,False,2001,2001,AVENTURE|DRAME,BS FUJI|NIPPON ANIMATION,PIDDINGTON PHYLIS,Sekai Meisaku Gekijou Kanketsu Ban: Minami no Niji no Lucy,http://animeka.com/animes/detail/minami-no-niji-no-lucy-specials.html,http://animeka.com/animes/~_240.html
7444,Meiken Lassie - Specials,0.0,1,Japon,2,tv-s,45,90,False,2001,2001,AVENTURE,BS FUJI|NIPPON ANIMATION,KNIGHT ERIC,Sekai Meisaku Gekijou Kanketsu Ban: Meiken Lassie,http://animeka.com/animes/detail/meiken-lassie-specials.html,http://animeka.com/animes/~_231.html
7447,Perrine Monogatari - Specials,10.0,2,Japon,2,tv-s,45,90,False,2001,2001,DRAME,BS FUJI|NIPPON ANIMATION,MALOT HECTOR,Sekai Meisaku Gekijou Kanketsu Ban: Perrine Monogatari,http://animeka.com/animes/detail/perrine-monogatari-specials.html,http://animeka.com/animes/~_274.html
7446,Nanatsu no Umi no Tico - Specials,5.0,4,Japon,2,tv-s,45,90,False,2001,2001,AVENTURE,BS FUJI|NIPPON ANIMATION,HIRO AKIRA,Nanatsu no Umi no Tico,http://animeka.com/animes/detail/nanatsu-no-umi-no-tico-specials.html,http://animeka.com/animes/~_253.html
7449,Romeo no Aoi Sora - Specials,9.75,4,Japon,2,tv-s,45,90,False,2001,2001,AVENTURE|FAMILIAL & JEUNESSE,BS FUJI|NIPPON ANIMATION,TETZNER LISA,Sekai Meisaku Gekijou Kanketsu Ban: Romeo no Aoi Sora,http://animeka.com/animes/detail/romeo-no-aoi-sora-specials.html,http://animeka.com/animes/~_296.html
7448,Peter Pan no Bouken - Specials,9.5,4,Japon,2,tv-s,45,90,False,2001,2001,AVENTURE|FAMILIAL & JEUNESSE|CONTES & RÉCITS,NIPPON ANIMATION|BS FUJI,BARRIE JAMES MATTHEW,Sekai Meisaku Gekijou Kanketsu Ban: Peter Pan no Bouken,http://animeka.com/animes/detail/peter-pan-no-bouken-specials.html,http://animeka.com/animes/~_275.html
16,DNA² (2003),8.68,460,Japon,12,eps,25,300,False,1994,1994,ACTION|COMÉDIE|AMOUR & AMITIÉ,STUDIO DEEN|MADHOUSE PRODUCTION,KATSURA MASAKAZU,DNA2 - Dokokade Nakushita Aitsu no Aitsu,http://animeka.com/animes/detail/dna.html,http://animeka.com/animes/~_75.html
5554,Tsubasa Chronicle (saison 2) (2008),9.54,605,Japon,26,eps,25,650,False,2006,2006,AVENTURE|FANTASTIQUE & MYTHE|AMOUR & AMITIÉ,NHK|KODANSHA LTD|BEE TRAIN PRODUCTION,CLAMP,Tsubasa Chronicle 2nd series,http://animeka.com/animes/detail/tsubasa-chronicle2.html,http://animeka.com/animes/~_362.html
19,Dragon Ball (1988),9.4,3337,Japon,153,eps,25,3825,False,1986,1989,ACTION|AVENTURE|COMBAT & ARTS MART.|ESPACE & SCI-FICTION,TôEI ANIMATION|STUDIO BIRD,TORIYAMA AKIRA,Dragon Ball,http://animeka.com/animes/detail/dragon-ball.html,http://animeka.com/animes/~_81.html
18,Docteur Slump,8.95,80,Japon,49,eps,25,1225,False,1997,1998,COMÉDIE,TôEI ANIMATION,TORIYAMA AKIRA,Dr Slump,http://animeka.com/animes/detail/docteur-slump-2.html,http://animeka.com/animes/~_75.html
8187,Que sa volonté soit faite - saison 2 (2011),9.49,382,Japon,12,eps,25,300,False,2011,2011,FANTASTIQUE & MYTHE|COMÉDIE|AMOUR & AMITIÉ,MANGLOBE INC.,WAKAKI TAMIKI,Kami nomi zo Shiru Sekai II,http://animeka.com/animes/detail/que-sa-volonte-soit-faite-2.html,http://animeka.com/animes/~_287.html
8186,Tron : La Révolte,9.25,4,États-Unis,19,eps,22,418,False,2012,2012,CYBER & MECHA|ESPACE & SCI-FICTION|ANIMATION 3D,WALT DISNEY TELEVISION,LISBERGER STEVEN|MACBIRD BONNIE,Tron Uprising,http://animeka.com/animes/detail/tron-uprising.html,http://animeka.com/animes/~_362.html
6879,Akiba-chan,2.03,68,Japon,10,eps,5,50,False,2008,2008,ANIMATION 3D,BUILDUP ENTERTAINMENT,BUILDUP ENTERTAINMENT,Akiba-chan,http://animeka.com/animes/detail/akiba-chan.html,http://animeka.com/animes/~_8.html
4282,Robby & Kerobby,6.0,6,Japon,52,eps,10,520,False,2007,2008,COMÉDIE,"WE'VE, INC. [AEON INC.]|TV OSAKA|A-1 PICTURES INC.",KUROSAKI GEN|ANIPLEX|SO-NET ENT.,Robby to Kerobby,http://animeka.com/animes/detail/robby-kerobby.html,http://animeka.com/animes/~_294.html
4283,Spiral Zone (1988),7.63,19,États-Unis,65,eps,26,1690,False,1987,1987,ACTION|AVENTURE,THE MALTESE COMPANIES|ORBIS COMMUNICATIONS,COVER BYRON ARTHUR|MARANO LYDIA,Spiral Zone,http://animeka.com/animes/detail/spiral-zone.html,http://animeka.com/animes/~_330.html
4280,Les Aventures de Buzz l'Éclair (2004),7.77,35,États-Unis,62,eps,30,1860,False,2000,2001,ACTION|FAMILIAL & JEUNESSE|ESPACE & SCI-FICTION,WALT DISNEY TELEVISION|PIXAR ANIMATION STUDIOS,LASSETER JOHN,Buzz Lightyear of Star Command,http://animeka.com/animes/detail/buzz-tv.html,http://animeka.com/animes/~_196.html
4281,Onegai My Melody - Sukkiri,7.75,8,Japon,52,eps,10,520,False,2007,2008,FANTASTIQUE & MYTHE|COMÉDIE,"WE'VE, INC. [AEON INC.]|STUDIO COMET",SANRIO,Onegai My Melody Sukkiri,http://animeka.com/animes/detail/onegai-my-melody-sukkiri.html,http://animeka.com/animes/~_266.html
4286,Gen 13 (2000),3.11,53,États-Unis,1,film,86,86,False,1999,1999,ACTION|FANTASTIQUE & MYTHE,WILDSTORM PRODUCTIONS|AEGIS ENTERTAINMENT,CHOI BRANDON|LEE JIM,Gen 13,http://animeka.com/animes/detail/gen-13.html,http://animeka.com/animes/~_108.html
4287,The Wave of Rage (2005),0.0,1,Japon,1,film,90,90,False,1997,1997,DRAME|ESPACE & SCI-FICTION,TRIANGLE STAFF,UMEHARA KATSUFUMI,Soriton no akuma,http://animeka.com/animes/detail/the-wave-of-rage.html,http://animeka.com/animes/~_352.html
4284,"Simba, Le Roi Lion (1997)",5.51,59,Italie,52,eps,25,1300,False,1995,1995,AVENTURE|COMÉDIE,MONDO TV,Non sp&eacute;cifi&eacute;,Simba il Re Leone,http://animeka.com/animes/detail/simba-le-roi-lion.html,http://animeka.com/animes/~_321.html
4285,Il était une fois Halloween (2005),7.75,4,États-Unis,1,film,53,53,False,2004,2004,COMÉDIE|CONTES & RÉCITS,WALT DISNEY PICTURES,THE WALT DISNEY COMPANY,Once Upon A Halloween,http://animeka.com/animes/detail/il-etait-une-fois-halloween.html,http://animeka.com/animes/~_139.html
4288,Pierre et le Loup (1980),9.5,10,États-Unis,1,film,15,15,False,1946,1946,AVENTURE|CONTES & RÉCITS|MUSICAL,WALT DISNEY PICTURES,PROKOFIEV SERGE,Peter and the Wolf,http://animeka.com/animes/detail/pierre-et-le-loup.html,http://animeka.com/animes/~_276.html
4289,Pierre & le Loup - Les Garçons comme Pierre n'ont pas peur des Loups (2006),5.67,3,Grande-Bretagne,1,film,30,30,False,2006,2006,DRAME|CONTES & RÉCITS|MUSICAL,STORM STUDIO|SE-MA-FOR STUDIOS|CHANNEL 4 TV CORP.|BREAKTHRU FILMS LTD.,PROKOFIEV SERGE,Peter & the Wolf,http://animeka.com/animes/detail/peter-and-the-wolf.html,http://animeka.com/animes/~_276.html
380,La Reine du fond des temps (1991),8.44,61,Japon,41,eps,25,1025,False,1981,1982,ACTION|ESPACE & SCI-FICTION,TôEI ANIMATION,MATSUMOTO LEIJI,Shin Taketori monogatari: Sen-Nen Joou,http://animeka.com/animes/detail/sennen-jou.html,http://animeka.com/animes/~_181.html
381,Rémi sans famille (1982),8.46,375,Japon,51,eps,25,1275,False,1977,1978,AVENTURE|DRAME|FAMILIAL & JEUNESSE,"TMS ENTERTAINMENT CO.,LTD.",MALOT HECTOR,Ie Naki Ko,http://animeka.com/animes/detail/remi-sans-famille.html,http://animeka.com/animes/~_291.html
382,Moi Renart (1986),7.9,324,France,26,eps,25,650,False,1986,1986,AVENTURE|COMÉDIE|CONTES & RÉCITS,IDDH,HUCHEZ BRUNO-RENÉ,Moi Renart,http://animeka.com/animes/detail/moi-renart.html,http://animeka.com/animes/~_245.html
383,Reporter Blues (1991),8.71,106,Japon,52,eps,25,1300,False,1991,1992,ÉNIGME & POLICIER,"TMS ENTERTAINMENT CO.,LTD.|REVER|RAI TRADE",PAGOTTO GI|PAGOTTO MARCO [PAGOTTO NINO,Reporter Blues,http://animeka.com/animes/detail/reporter-blues.html,http://animeka.com/animes/~_292.html
384,Michel Strogoff (1998),7.49,75,France,26,eps,25,650,False,1998,1998,AVENTURE|HISTORIQUE,IDDH,JOUBAUD FRANCE-HÉLèNE|VERNE JULES|HUCHEZ BRUNO-RENÉ|DE RHAUZ-CHEZ ALEX,Michel Strogoff,http://animeka.com/animes/detail/michel-strogoff.html,http://animeka.com/animes/~_234.html
385,Le Retour de Léo (1990),9.32,63,Japon,52,eps,25,1300,False,1965,1967,AVENTURE,MUSHI PRODUCTION,TEZUKA OSAMU,Jungle taitei,http://animeka.com/animes/detail/retour-du-roi-leo.html,http://animeka.com/animes/~_192.html
386,Le Royaume des chats (2003),8.95,361,Japon,1,film,75,75,False,2002,2002,AVENTURE|FANTASTIQUE & MYTHE,STUDIO GHIBLI,HIIRAGI AOI,Neko no ongaeshi,http://animeka.com/animes/detail/royaume-des-chats.html,http://animeka.com/animes/~_193.html
387,La Revanche des Gobots (1986),8.74,109,Japon,47,eps,25,1175,False,1986,1987,ACTION|CYBER & MECHA,ASHI PRODUCTIONS,Non sp&eacute;cifi&eacute;,Machine Robo: Chronos no gyakushû,http://animeka.com/animes/detail/revanche-gobots.html,http://animeka.com/animes/~_181.html
388,Le Rêve de Jeanie (1996),9.16,31,Japon,52,eps,25,1300,False,1992,1993,DRAME|HISTORIQUE,NIPPON ANIMATION,ISHINOMORI SHIRO,Kaze no naka no shôjo kinpatsu no Jeanie,http://animeka.com/animes/detail/reve-de-jeannie.html,http://animeka.com/animes/~_192.html
389,Les Aventures de Robin des bois (1995),7.74,164,Japon,52,eps,25,1300,False,1990,1992,ACTION|HISTORIQUE|AMOUR & AMITIÉ,TATSUNOKO PRODUCTION|NHK|MONDO TV,PYLE HOWARD,Robin Hood no daibôken,http://animeka.com/animes/detail/aventures-robin-des-bois.html,http://animeka.com/animes/~_197.html
4759,Howdi Gaudi Christmas Special,0.0,1,Espagne,1,tv-s,24,24,False,2002,2002,COMÉDIE,STEVE WALSH PRODUCTIONS LTD.,PONTAC KEN,Howdi Gaudi Christmas Special,http://animeka.com/animes/detail/howdi-gaudi-christmas-special.html,http://animeka.com/animes/~_134.html
4750,Pipsqueak's Planet,4.5,2,Espagne,52,eps,3,156,False,2000,2000,ÉDUCATIF|FAMILIAL & JEUNESSE,CROMOSOMA SA,Non sp&eacute;cifi&eacute;,Pipsqueak's Planet,http://animeka.com/animes/detail/pipsqueaks-planet.html,http://animeka.com/animes/~_278.html
4751,Pipsqueak Plays Sport,5.0,1,Espagne,52,eps,3,156,False,2000,2000,ÉDUCATIF|FAMILIAL & JEUNESSE,CROMOSOMA SA,Non sp&eacute;cifi&eacute;,Pipsqueak Plays Sport,http://animeka.com/animes/detail/pipsqueak-plays-sport.html,http://animeka.com/animes/~_278.html
4752,Peter Swift and the Little Circus,0.0,1,France,26,eps,25,650,False,2000,2000,AVENTURE|FAMILIAL & JEUNESSE|FANTASTIQUE & MYTHE,STORIMAGES|DARGAUD MARINA,ALVARADO EUNICE ELLIS,Peter Swift and the Little Circus,http://animeka.com/animes/detail/peter-swift-and-the-little-circus.html,http://animeka.com/animes/~_275.html
4753,Frog et Fou Furet (2003),8.17,30,France,78,eps,15,1170,False,2003,2003,CARTOON & COMIC|COMÉDIE,M6|ELLIPSANIME,HADIDA VALÉRIE|VIDAL PHILIPPE,Frog et Fou Furet,http://animeka.com/animes/detail/the-frog-show.html,http://animeka.com/animes/~_98.html
4754,Sylvan,5.23,22,États-Unis,91,eps,22,2002,False,0,0,AVENTURE|ÉPIQUE & HÉROIQUE,BKN INTERNATIONAL [BOHBOT ENT.,Non sp&eacute;cifi&eacute;,Sylvan,http://animeka.com/animes/detail/sylvan.html,http://animeka.com/animes/~_338.html
4755,Foot 2 rue (2006),6.1,67,États-Unis,26,eps,25,650,False,2006,2006,SPORT,BKN INTERNATIONAL [BOHBOT ENT.,BENNI STEFANO,Street Football,http://animeka.com/animes/detail/foot-2-rue.html,http://animeka.com/animes/~_96.html
4756,Skipper and Skeeto,0.25,4,Danemark,26,eps,13,338,False,2000,2000,FAMILIAL & JEUNESSE|COMÉDIE,EGMONT IMAGINATION,OLE IVANOFF,Magnus og Myggen,http://animeka.com/animes/detail/skipper-and-skeeto.html,http://animeka.com/animes/~_322.html
4757,Jungle Book - Rikki-Tikki-Tavi to the Rescue,2.8,5,États-Unis,1,film,48,48,False,2006,2006,AVENTURE|FAMILIAL & JEUNESSE|ANIMATION 3D,BKN INTERNATIONAL [BOHBOT ENT.,KIPLING RUDYARD,Jungle Book - Rikki-Tikki-Tavi to the Rescue,http://animeka.com/animes/detail/junglebook-rikki-tikki.html,http://animeka.com/animes/~_149.html
5375,La Petite Taupe et la radio (2007),0.0,1,République tchèque,1,film,9,9,False,1968,1968,FAMILIAL & JEUNESSE,KRáTKý FILM PRAHA,MILER ZDENEK,Krtek a transistor,http://animeka.com/animes/detail/petite-taupe-et-la-radio.html,http://animeka.com/animes/~_180.html
5870,Robby the Rascal,0.0,1,États-Unis,1,film,90,90,False,1985,1985,COMÉDIE|ESPACE & SCI-FICTION,PAKA HILL PROD.|FILM WORKSHOP|CENTRAL MOTION PICTURES CORP.,ISHIKAWA KEN|ANDÔ TOYOHIRO,Robby the Rascal,http://animeka.com/animes/detail/robby-the-rascal.html,http://animeka.com/animes/~_294.html
